name,size,duration,duration(s),speed,size_per_sec
md5_compute,16777216,34.3617ms,0.0343617,465.63MB/s,488253375.124048
Blake2b512,16777216,15.5966ms,0.0155966,1.00GB/s,1075697010.8869882
Blake2s256,16777216,34.4241ms,0.0344241,464.79MB/s,487368326.25980055
Sha1,16777216,9.6667ms,0.0096667,1.62GB/s,1735568084.2479854
Keccak224,16777216,40.7987ms,0.0407987,392.17MB/s,411219377.08799547
Keccak256,16777216,42.5785ms,0.0425785,375.78MB/s,394030226.5227756
Keccak384,16777216,53.6337ms,0.0536337,298.32MB/s,312811087.0590692
Keccak512,16777216,82.6745ms,0.0826745,193.53MB/s,202930964.20298883
Keccak256Full,16777216,44.6971ms,0.0446971,357.97MB/s,375353568.7997655
Sha3_224,16777216,46.8306ms,0.0468306,341.66MB/s,358253278.8390497
Sha3_256,16777216,44.0712ms,0.0440712,363.05MB/s,380684347.1473434
Sha3_384,16777216,70.6292ms,0.0706292,226.54MB/s,237539374.64957836
Sha3_512,16777216,84.4692ms,0.0844692,189.42MB/s,198619331.06978637
Sha224,16777216,9.9166ms,0.0099166,1.58GB/s,1691831474.4973075
Sha256,16777216,9.8286ms,0.0098286,1.59GB/s,1706979223.897605
Sha384,16777216,28.0378ms,0.0280378,570.66MB/s,598378474.7733417
Sha512,16777216,26.7769ms,0.0267769,597.53MB/s,626555575.8881723
Sha512_224,16777216,26.7423ms,0.0267423,598.30MB/s,627366232.5230067
Sha512_256,16777216,26.5725ms,0.0265725,602.13MB/s,631375143.4753975
sm3,16777216,45.9961ms,0.0459961,347.86MB/s,364753011.66838056
crc<u16>,16777216,38.4962ms,0.0384962,415.63MB/s,435814859.64848477
crc<u32>,16777216,38.5399ms,0.0385399,415.15MB/s,435320693.618821
crc<u64>,16777216,37.8458ms,0.0378458,422.77MB/s,443304567.4817285
crc16,16777216,33.4899ms,0.0334899,477.76MB/s,500963454.65349257
crc32fast,16777216,2.706ms,0.002706,5.77GB/s,6200005912.786401
crc64,16777216,9.5671ms,0.0095671,1.63GB/s,1753636525.1748178
sha256,16777216,10.5439ms,0.0105439,1.48GB/s,1591177458.0563169
twox_hash::XxHash32,16777216,3.4475ms,0.0034475,4.53GB/s,4866487599.709935
twox_hash::XxHash64,16777216,2.2237ms,0.0022237,7.03GB/s,7544729954.580204
twox_hash::XxHash3_64,16777216,2.0167ms,0.0020167,7.75GB/s,8319143154.658601
twox_hash::XxHash3_128,16777216,2.095ms,0.002095,7.46GB/s,8008217661.097852
seahash,16777216,3.1634ms,0.0031634,4.94GB/s,5303539229.942467
xxhash::xxh32,16777216,3.3018ms,0.0033018,4.73GB/s,5081233266.703011
xxhash::xxh64,16777216,2.5958ms,0.0025958,6.02GB/s,6463215964.249942
xxhash::xxh3_64_with_seed,16777216,2.1622ms,0.0021622,7.23GB/s,7759326611.784294
xxhash::xxh3_128_with_seed,16777216,2.5203ms,0.0025203,6.20GB/s,6656832916.716264
xxhash::const_xxh32,16777216,5.7601ms,0.0057601,2.71GB/s,2912660544.087776
xxhash::const_xxh64,16777216,4.5381ms,0.0045381,3.44GB/s,3696969216.191798
xxhash::const_xxh3_64_with_seed,16777216,10.2484ms,0.0102484,1.52GB/s,1637057101.5963469
xxhash::const_xxh3_128_with_seed,16777216,9.7414ms,0.0097414,1.60GB/s,1722259223.5202332
murmur3_32,16777216,20.2368ms,0.0202368,790.64MB/s,829044908.285895
murmur3_x64_128,16777216,10.5844ms,0.0105844,1.48GB/s,1585088998.9040475
murmur3_x86_128,16777216,13.5203ms,0.0135203,1.16GB/s,1240890808.6359031
murmur3_32_of_slice,16777216,7.4072ms,0.0074072,2.11GB/s,2264987579.6522303
murmur3_x64_128_of_slice,16777216,5.5422ms,0.0055422,2.82GB/s,3027176211.612717
murmur3_x86_128_of_slice,16777216,6.9938ms,0.0069938,2.23GB/s,2398869856.158312
